TimeOfStop, SubAgency, Description, State, VehicleType, Year, Make, Color, ViolationType, Article, ContributedToAccident, Race, Gender, DriverCity, DriverState, DLState, ArrestType
22:00:00, 5th district Germantown, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2010, TOYT, BLACK, Warning, Transportation Article, No, ASIAN, M, GERMANTOWN, MD, MD, A - Marked Patrol
22:00:00, 5th district Germantown, RECKLESS DRIVING, MD, 02 - Automobile, 2010, TOYT, BLACK, Warning, Transportation Article, No, ASIAN, M, GERMANTOWN, MD, MD, A - Marked Patrol
17:00:00, 4th district Wheaton, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2007, NISS, BLACK, Warning, Transportation Article, No, HISPANIC, M, SILVER SPRING, MD, MD, A - Marked Patrol
22:00:00, 4th district Wheaton, RECKLESS DRIVING, MD, 02 - Automobile, 2007, CHRY, RED, Warning, Transportation Article, No, BLACK, M, COLUMBIA, MD, MD, A - Marked Patrol
17:00:00, 1st district Rockville, PLATE VIOLATION, MD, 02 - Automobile, 2015, AUDI, WHITE, Warning, Transportation Article, No, ASIAN, M, ROCKVILLE, MD, MD, A - Marked Patrol
18:00:00, 1st district Rockville, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2007, TOYOTA, SILVER, Warning, Transportation Article, No, HISPANIC, M, SILVER SPRING, MD, MD, A - Marked Patrol
1:00:00, 1st district Rockville, SPEEDING, MD, 02 - Automobile, 2015, NISSAN, BLACK, Warning, Transportation Article, No, BLACK, M, SUITLAND, MD, MD, A - Marked Patrol
23:00:00, 1st district Rockville, RECKLESS DRIVING, MD, 02 - Automobile, 2017, TOYOTA, SILVER, Warning, Transportation Article, No, BLACK, M, STAFFORD, VA, VA, A - Marked Patrol
23:00:00, 1st district Rockville, DISOBEY TRAFFIC CONTROL, MD, 02 - Automobile, 2017, TOYOTA, SILVER, Warning, Transportation Article, No, BLACK, M, STAFFORD, VA, VA, A - Marked Patrol
23:00:00, 1st district Rockville, MINOR INFRACTION, MD, 02 - Automobile, 2017, TOYOTA, SILVER, Warning, Transportation Article, No, BLACK, M, STAFFORD, VA, VA, A - Marked Patrol
0:00:00, 3rd district Silver Spring, DISOBEY TRAFFIC CONTROL, MD, 02 - Automobile, 2006, CHRYSLER, SILVER, Warning, Transportation Article, No, BLACK, M, CAMBRIDGE, MD, MD, A - Marked Patrol
0:00:00, 3rd district Silver Spring, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2006, CHRYSLER, SILVER, Warning, Transportation Article, No, BLACK, M, CAMBRIDGE, MD, MD, A - Marked Patrol
6:00:00, 3rd district Silver Spring, RECKLESS DRIVING, MD, 02 - Automobile, 2007, HONDA, GRAY, Warning, Transportation Article, No, WHITE, F, SILVER SPRING, MD, MD, A - Marked Patrol
6:00:00, 3rd district Silver Spring, RECKLESS DRIVING, DC, 02 - Automobile, 2016, HONDA, BLACK, Warning, Transportation Article, No, WHITE, M, WASHINGTON, DC, DC, A - Marked Patrol
12:00:00, 4th district Wheaton, SPEEDING, MD, 02 - Automobile, 2009, TOYT, BLACK, Citation, Transportation Article, No, HISPANIC, F, LAUREL, MD, MD, Q - Marked Laser
23:00:00, 3rd district Silver Spring, DISOBEY TRAFFIC CONTROL, MD, 02 - Automobile, 2003, HYUNDAI, SILVER, Warning, Transportation Article, No, BLACK, F, SILVER SPRING, MD, MD, A - Marked Patrol
0:00:00, 3rd district Silver Spring, PLATE VIOLATION, VA, 02 - Automobile, 2007, NISSAN, BLACK, Warning, Transportation Article, No, BLACK, M, GREENSBORO, NC, NC, A - Marked Patrol
0:00:00, 3rd district Silver Spring, MINOR INFRACTION, MD, 02 - Automobile, 2011, BMW, SILVER, Warning, Transportation Article, No, BLACK, M, SILVER SPRING, MD, MD, A - Marked Patrol
0:00:00, 3rd district Silver Spring, PLATE VIOLATION, MD, 02 - Automobile, 2011, NISSAN, WHITE, Warning, Transportation Article, No, BLACK, M, LAUREL, MD, MD, A - Marked Patrol
1:00:00, 3rd district Silver Spring, MINOR INFRACTION, PA, 02 - Automobile, 2002, SATURN, TAN, Warning, Transportation Article, No, WHITE, M, MONROEVILLE, PA, PA, A - Marked Patrol
1:00:00, 3rd district Silver Spring, DISOBEY TRAFFIC CONTROL, VA, 02 - Automobile, 2005, TOYOTA, RED, Warning, Transportation Article, No, HISPANIC, M, ANNANDALE, VA, VA, A - Marked Patrol
2:00:00, 3rd district Silver Spring, DISOBEY TRAFFIC CONTROL, MD, 02 - Automobile, 2015, DODGE, WHITE, Warning, Transportation Article, No, BLACK, M, LANDOVER, MD, MD, A - Marked Patrol
2:00:00, 3rd district Silver Spring, DISOBEY TRAFFIC CONTROL, MD, 02 - Automobile, 2010, CHEVROLET, GRAY, Warning, Transportation Article, No, BLACK, M, SILVER SPRING, MD, MD, A - Marked Patrol
23:00:00, 6th district Gaithersburg / Montgomery Village, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2006, FORD, WHITE, Warning, Transportation Article, No, HISPANIC, M, GERMANTOWN, MD, MD, A - Marked Patrol
1:00:00, 6th district Gaithersburg / Montgomery Village, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2017, FORD, BLACK, Warning, Transportation Article, No, WHITE, F, GERMANTOWN, MD, MD, A - Marked Patrol
8:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 1997, FORD, SILVER, Warning, Transportation Article, No, HISPANIC, M, SILVER SPRING, MD, MD, A - Marked Patrol
8:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, NJ, 02 - Automobile, 2005, TOYOTA, MAROON, Warning, Transportation Article, No, BLACK, M, SILVER SPRING, MD, MI, A - Marked Patrol
8:00:00, 3rd district Silver Spring, DISOBEY TRAFFIC CONTROL, NJ, 02 - Automobile, 2005, TOYOTA, MAROON, Warning, Transportation Article, No, BLACK, M, SILVER SPRING, MD, MI, A - Marked Patrol
8:00:00, 3rd district Silver Spring, DISOBEY TRAFFIC CONTROL, MD, 02 - Automobile, 2014, JEEP, BLACK, Warning, Transportation Article, No, WHITE, F, BETHESDA, MD, MD, A - Marked Patrol
10:00:00, 3rd district Silver Spring, VEHICLE OR EQUIPMENT VIOLATION, VA, 02 - Automobile, 1997, GEO, GREEN DK, Warning, Transportation Article, No, HISPANIC, M, BURKE, VA, VA, A - Marked Patrol
0:00:00, 3rd district Silver Spring, DISOBEY TRAFFIC CONTROL, MD, 02 - Automobile, 1997, TOYOTA, GREEN DK, Warning, Transportation Article, No, BLACK, M, SILVER SPRING, MD, MD, A - Marked Patrol
0:00:00, 3rd district Silver Spring, DISOBEY TRAFFIC CONTROL, MD, 02 - Automobile, 2010, AUDI, SILVER, Warning, Transportation Article, No, BLACK, F, SILVER SPRING, MD, MD, A - Marked Patrol
2:00:00, 3rd district Silver Spring, DISOBEY TRAFFIC CONTROL, MD, 02 - Automobile, 1997, TOYT, GREEN DK, Warning, Transportation Article, No, WHITE, M, CATONSVILLE, MD, MD, A - Marked Patrol
23:00:00, 5th district Germantown, DISOBEY TRAFFIC CONTROL, MD, 02 - Automobile, 2004, NISSAN, SILVER, Warning, Transportation Article, No, WHITE, F, EMMITSBURG, MD, MD, A - Marked Patrol
23:00:00, 5th district Germantown, PHONE RELATED, MD, 02 - Automobile, 2004, NISSAN, SILVER, Warning, Transportation Article, No, WHITE, F, EMMITSBURG, MD, MD, A - Marked Patrol
1:00:00, 5th district Germantown, SPEEDING, MD, 02 - Automobile, 2009, KIA, RED, Warning, Transportation Article, No, BLACK, F, BOYDS, MD, MD, A - Marked Patrol
3:00:00, 5th district Germantown, MINOR INFRACTION, MD, 02 - Automobile, 2015, CHEV, BLACK, Warning, Transportation Article, No, BLACK, M, ODENTON, MD, MD, A - Marked Patrol
18:00:00, 1st district Rockville, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2003, TOYOTA, WHITE, Warning, Transportation Article, No, HISPANIC, M, MONTGOMERY VILLAGE, MD, MD, A - Marked Patrol
12:00:00, 3rd district Silver Spring, PHONE RELATED, DC, 02 - Automobile, 2003, HONDA, SILVER, Warning, Transportation Article, No, BLACK, F, WASHINGTON, DC, DC, A - Marked Patrol
12:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, DC, 02 - Automobile, 2003, HONDA, SILVER, Warning, Transportation Article, No, BLACK, F, WASHINGTON, DC, DC, A - Marked Patrol
12:00:00, 3rd district Silver Spring, PLATE VIOLATION, WV, 02 - Automobile, 1999, NISSAN, GOLD, Warning, Transportation Article, No, BLACK, M, SILVER SPRING, MD, MD, A - Marked Patrol
15:00:00, 3rd district Silver Spring, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2002, TOYOTA, MAROON, Warning, Transportation Article, No, WHITE, F, ROCKVILLE, MD, MD, A - Marked Patrol
22:00:00, 3rd district Silver Spring, PHONE RELATED, MD, 02 - Automobile, 2009, HYUN, WHITE, Warning, Transportation Article, No, HISPANIC, F, SILVER SPRING, MD, MD, A - Marked Patrol
18:00:00, 4th district Wheaton, RECKLESS DRIVING, MD, 02 - Automobile, 2013, LEXUS, GRAY, Warning, Transportation Article, No, HISPANIC, F, GAITHERSBURG, MD, MD, A - Marked Patrol
22:00:00, 6th district Gaithersburg / Montgomery Village, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2014, FORD, RED, Warning, Transportation Article, No, HISPANIC, M, GERMANTOWN, MD, MD, A - Marked Patrol
22:00:00, 6th district Gaithersburg / Montgomery Village, VEHICLE OR EQUIPMENT VIOLATION, PA, 02 - Automobile, 2002, HOND, SILVER, Warning, Transportation Article, No, BLACK, M, CHAMBERSBURG, PA, PA, A - Marked Patrol
21:00:00, 2nd district Bethesda, PLATE VIOLATION, MD, 02 - Automobile, 2003, HONDA, RED, Warning, Transportation Article, No, ASIAN, M, BURTONSVILLE, MD, MD, A - Marked Patrol
20:00:00, 5th district Germantown, PLATE VIOLATION, MD, 02 - Automobile, 2011, TOYT, SILVER, Warning, Transportation Article, No, OTHER, F, GERMANTOWN, MD, MD, A - Marked Patrol
20:00:00, 5th district Germantown, RECKLESS DRIVING, MD, 02 - Automobile, 2011, TOYT, SILVER, Warning, Transportation Article, No, OTHER, F, GERMANTOWN, MD, MD, A - Marked Patrol
21:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 1998, VOLKSWAGEN, RED, Warning, Transportation Article, No, WHITE, M, SILVER SPRING, MD, MD, A - Marked Patrol
22:00:00, 3rd district Silver Spring, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2003, SUBA, MAROON, Warning, Transportation Article, No, WHITE, F, SILVER SPRING, MD, MD, A - Marked Patrol
22:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2003, SUBA, MAROON, Warning, Transportation Article, No, WHITE, F, SILVER SPRING, MD, MD, A - Marked Patrol
22:00:00, 4th district Wheaton, DISOBEY TRAFFIC CONTROL, MD, 02 - Automobile, 2004, NISSAN, RED, Warning, Transportation Article, No, OTHER, M, SILVER SPRING, MD, MD, A - Marked Patrol
21:00:00, 5th district Germantown, PLATE VIOLATION, MD, 02 - Automobile, 2001, FORD, RED, Warning, Transportation Article, No, BLACK, F, GERMANTOWN, MD, MD, A - Marked Patrol
21:00:00, 5th district Germantown, PLATE VIOLATION, MD, 02 - Automobile, 2001, FORD, RED, Warning, Transportation Article, No, BLACK, F, GERMANTOWN, MD, MD, A - Marked Patrol
21:00:00, 5th district Germantown, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2001, FORD, RED, Warning, Transportation Article, No, BLACK, F, GERMANTOWN, MD, MD, A - Marked Patrol
21:00:00, 5th district Germantown, PLATE VIOLATION, MD, 02 - Automobile, 2010, MERZ, WHITE, Warning, Transportation Article, No, WHITE, M, CLARKSBURG, MD, MD, A - Marked Patrol
21:00:00, 5th district Germantown, PLATE VIOLATION, MD, 02 - Automobile, 2010, MERZ, WHITE, Warning, Transportation Article, No, WHITE, M, CLARKSBURG, MD, MD, A - Marked Patrol
22:00:00, 3rd district Silver Spring, VEHICLE OR EQUIPMENT VIOLATION, NC, 02 - Automobile, 2005, TOYOTA, SILVER, Warning, Transportation Article, No, WHITE, F, JACKSONVILLE, NC, NC, A - Marked Patrol
22:00:00, 3rd district Silver Spring, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2006, JEEP, GRAY, Warning, Transportation Article, No, WHITE, F, SILVER SPRING, MD, MD, A - Marked Patrol
22:00:00, 1st district Rockville, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2014, SUBA, SILVER, Warning, Transportation Article, No, BLACK, M, ROCKVILLE, MD, MD, A - Marked Patrol
22:00:00, 1st district Rockville, PLATE VIOLATION, MD, 02 - Automobile, 2006, HONDA, MAROON, Warning, Transportation Article, No, HISPANIC, M, POOLESVILLE, MD, MD, A - Marked Patrol
17:00:00, 4th district Wheaton, DISOBEY TRAFFIC CONTROL, MD, 02 - Automobile, 2010, RANGE ROVER, BLACK, Warning, Transportation Article, No, HISPANIC, M, ROCKVILLE, MD, MD, A - Marked Patrol
20:00:00, 4th district Wheaton, PLATE VIOLATION, MD, 02 - Automobile, 2005, NISS, SILVER, Warning, Transportation Article, No, WHITE, M, SILVER SPRING, MD, MD, A - Marked Patrol
21:00:00, 4th district Wheaton, DISOBEY TRAFFIC CONTROL, MD, 02 - Automobile, 2012, HONDA, GRAY, Warning, Transportation Article, No, HISPANIC, F, ROCKVILLE, MD, MD, A - Marked Patrol
10:00:00, 6th district Gaithersburg / Montgomery Village, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 1999, HOND, WHITE, Warning, Transportation Article, No, BLACK, F, LARGO, MD, MD, A - Marked Patrol
10:00:00, 6th district Gaithersburg / Montgomery Village, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 1999, HOND, WHITE, Warning, Transportation Article, No, BLACK, F, LARGO, MD, MD, A - Marked Patrol
12:00:00, 1st district Rockville, VEHICLE OR EQUIPMENT VIOLATION, MD, 05 - Light Duty Truck, 2016, CHEVY, WHITE, ESERO, __EMPTY__, No, WHITE, M, DAMASCUS, MD, MD, A - Marked Patrol
10:00:00, 6th district Gaithersburg / Montgomery Village, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2004, TOYOTA, BLUE DARK, ESERO, __EMPTY__, No, HISPANIC, M, GAITHERSBURG, MD, MD, E - Marked Stationary Radar
22:00:00, 2nd district Bethesda, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2008, MAZD, GRAY, ESERO, __EMPTY__, No, HISPANIC, M, SILVER SPRING, MD, MD, A - Marked Patrol
22:00:00, 1st district Rockville, MINOR INFRACTION, MD, 02 - Automobile, 2006, HONDA, MAROON, ESERO, __EMPTY__, No, HISPANIC, M, POOLESVILLE, MD, MD, A - Marked Patrol
22:00:00, 1st district Rockville, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2006, HONDA, MAROON, ESERO, __EMPTY__, No, HISPANIC, M, POOLESVILLE, MD, MD, A - Marked Patrol
20:00:00, 4th district Wheaton, MINOR INFRACTION, MD, 02 - Automobile, 2004, FORD, WHITE, ESERO, __EMPTY__, No, BLACK, M, GERMANTOWN, MD, MD, A - Marked Patrol
21:00:00, 4th district Wheaton, MINOR INFRACTION, MD, 02 - Automobile, 1994, TOYOTA, GREEN, ESERO, __EMPTY__, No, HISPANIC, M, SILVER SPRING, MD, MD, A - Marked Patrol
22:00:00, 4th district Wheaton, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2006, TOYT, GRAY, ESERO, __EMPTY__, No, HISPANIC, M, SILVER SPRING, MD, MD, A - Marked Patrol
22:00:00, 4th district Wheaton, MINOR INFRACTION, MD, 02 - Automobile, 1994, HOND, GRAY, ESERO, __EMPTY__, No, HISPANIC, F, SILVER SPRING, MD, XX, A - Marked Patrol
22:00:00, 5th district Germantown, MINOR INFRACTION, MD, 02 - Automobile, 2004, HOND, SILVER, ESERO, __EMPTY__, No, WHITE, M, GAITHERSBURG, MD, MD, B - Unmarked Patrol
22:00:00, 5th district Germantown, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2001, ACUR, BLACK, ESERO, __EMPTY__, No, WHITE, M, GAITHERSBURG, MD, MD, B - Unmarked Patrol
22:00:00, 5th district Germantown, MINOR INFRACTION, MD, 02 - Automobile, 2001, ACUR, BLACK, ESERO, __EMPTY__, No, WHITE, M, GAITHERSBURG, MD, MD, B - Unmarked Patrol
22:00:00, 5th district Germantown, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2001, ACUR, BLACK, ESERO, __EMPTY__, No, WHITE, M, GAITHERSBURG, MD, MD, B - Unmarked Patrol
22:00:00, 3rd district Silver Spring, VEHICLE OR EQUIPMENT VIOLATION, MD, 28 - Other, 1999, FORD, N/A, ESERO, __EMPTY__, No, BLACK, F, SILVER SPRING, MD, MD, A - Marked Patrol
20:00:00, 5th district Germantown, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2011, TOYOTA, WHITE, ESERO, __EMPTY__, No, BLACK, M, MONTGOMERY VILLAGE, MD, MD, A - Marked Patrol
22:00:00, 5th district Germantown, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2014, HYUNDAI, SILVER, ESERO, __EMPTY__, No, WHITE, M, GAITHERSBURG, MD, MD, A - Marked Patrol
21:00:00, Headquarters and Special Operations, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2006, CHEV, WHITE, ESERO, __EMPTY__, No, BLACK, M, GERMANTOWN, MD, MD, B - Unmarked Patrol
20:00:00, 4th district Wheaton, MINOR INFRACTION, MD, 02 - Automobile, 2005, TOYOTA, GRAY, ESERO, __EMPTY__, No, BLACK, F, COLESVILLE, MD, MD, A - Marked Patrol
20:00:00, 4th district Wheaton, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2004, CHEVROLET, WHITE, ESERO, __EMPTY__, No, HISPANIC, F, WHEATON, MD, MD, A - Marked Patrol
21:00:00, 4th district Wheaton, MINOR INFRACTION, MD, 02 - Automobile, 2003, CHEV, WHITE, ESERO, __EMPTY__, No, HISPANIC, M, GERMANTOWN, MD, MD, A - Marked Patrol
22:00:00, 5th district Germantown, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2013, TOYOTA, GRAY, ESERO, __EMPTY__, No, HISPANIC, M, GAITHERSBURG, MD, MD, A - Marked Patrol
22:00:00, 5th district Germantown, VEHICLE OR EQUIPMENT VIOLATION, MD, 03 - Station Wagon, 2003, TOYT, WHITE, ESERO, __EMPTY__, No, WHITE, F, GAITHERSBURG, MD, MD, A - Marked Patrol
21:00:00, 2nd district Bethesda, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2003, HONDA, RED, ESERO, __EMPTY__, No, ASIAN, M, BURTONSVILLE, MD, MD, A - Marked Patrol
23:00:00, 3rd district Silver Spring, RECKLESS DRIVING, MD, 02 - Automobile, 2010, AUDI, BLACK, Warning, Transportation Article, No, OTHER, M, SILVER SPRING, MD, MD, A - Marked Patrol
5:00:00, 2nd district Bethesda, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2015, DODGE, GRAY, Warning, Transportation Article, No, BLACK, M, DISTRICT HEIGHTS, MD, MD, Q - Marked Laser
9:00:00, 4th district Wheaton, MINOR INFRACTION, MD, 02 - Automobile, 2009, HONDA, BLACK, Warning, Transportation Article, No, ASIAN, M, BETHESDA, MD, MD, A - Marked Patrol
23:00:00, 3rd district Silver Spring, MINOR INFRACTION, MD, 02 - Automobile, 1990, HONDA, BLUE, Warning, Transportation Article, No, BLACK, F, HIGHLAND, MD, MD, A - Marked Patrol
0:00:00, 4th district Wheaton, RECKLESS DRIVING, MD, 02 - Automobile, 2012, FORD, GRAY, Warning, Transportation Article, No, BLACK, M, SILVER SPRING, MD, MD, A - Marked Patrol
0:00:00, 4th district Wheaton, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2012, FORD, GRAY, Warning, Transportation Article, No, BLACK, M, SILVER SPRING, MD, MD, A - Marked Patrol
0:00:00, 4th district Wheaton, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2012, FORD, GRAY, Warning, Transportation Article, No, BLACK, M, SILVER SPRING, MD, MD, A - Marked Patrol
6:00:00, 2nd district Bethesda, RECKLESS DRIVING, MD, 02 - Automobile, 2000, HONDA, SILVER, Warning, Transportation Article, No, WHITE, F, WALDORF, MD, MD, B - Unmarked Patrol
6:00:00, 2nd district Bethesda, RECKLESS DRIVING, NY, 02 - Automobile, 2016, TOYOTA, BLACK, Warning, Transportation Article, No, BLACK, M, BROOKLYN, NY, NY, B - Unmarked Patrol
6:00:00, 2nd district Bethesda, RECKLESS DRIVING, MD, 03 - Station Wagon, 2008, HONDA, BLACK, Warning, Transportation Article, No, BLACK, F, CRISFIELD, MD, MD, B - Unmarked Patrol
9:00:00, 6th district Gaithersburg / Montgomery Village, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2008, CHEVROLET, GRAY, ESERO, __EMPTY__, No, BLACK, F, GAITHERSBURG, MD, MD, E - Marked Stationary Radar
23:00:00, 4th district Wheaton, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2008, NISSAN, BLACK, ESERO, __EMPTY__, No, HISPANIC, F, SILVER SPRING, MD, MD, A - Marked Patrol
23:00:00, 2nd district Bethesda, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2010, LEXUS, BLACK, ESERO, __EMPTY__, No, NATIVE AMERICAN, M, KENSINGTON, MD, MD, A - Marked Patrol
23:00:00, 2nd district Bethesda, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2002, DODGE, SILVER, ESERO, __EMPTY__, No, WHITE, F, KENSINGTON, MD, MD, A - Marked Patrol
10:00:00, 5th district Germantown, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2010, HONDA, SILVER, Citation, Transportation Article, No, BLACK, F, BOYDS, MD, MD, A - Marked Patrol
3:00:00, Headquarters and Special Operations, IMPAIRED BY DRUGS OR ALCOHOL, MD, 02 - Automobile, 2002, MERCEDES, SILVER, Citation, Transportation Article, No, HISPANIC, M, SILVER SPRING, MD, MD, A - Marked Patrol
7:00:00, 4th district Wheaton, SPEEDING, MD, 02 - Automobile, 2016, INFINITI, BLACK, Citation, Transportation Article, Yes, WHITE, M, BETHESDA, MD, MD, A - Marked Patrol
7:00:00, 4th district Wheaton, MINOR INFRACTION, MD, 02 - Automobile, 2016, INFINITI, BLACK, Citation, Transportation Article, Yes, WHITE, M, BETHESDA, MD, MD, A - Marked Patrol
1:00:00, 2nd district Bethesda, SPEEDING, MD, 01 - Motorcycle, 2013, KAWASAKI, WHITE, Citation, Transportation Article, No, WHITE, M, BETHESDA, MD, MD, A - Marked Patrol
1:00:00, 2nd district Bethesda, RECKLESS DRIVING, MD, 01 - Motorcycle, 2013, KAWASAKI, WHITE, Citation, Transportation Article, No, WHITE, M, BETHESDA, MD, MD, A - Marked Patrol
14:00:00, 4th district Wheaton, RECKLESS DRIVING, MD, 02 - Automobile, 2013, AUDI, BLACK, Citation, Transportation Article, No, WHITE, M, SILVER SPRING, MD, MD, A - Marked Patrol
14:00:00, 4th district Wheaton, ACCIDENT RELATED, MD, 02 - Automobile, 2013, AUDI, BLACK, Citation, Transportation Article, No, WHITE, M, SILVER SPRING, MD, MD, A - Marked Patrol
14:00:00, 4th district Wheaton, ACCIDENT RELATED, MD, 02 - Automobile, 2013, AUDI, BLACK, Citation, Transportation Article, No, WHITE, M, SILVER SPRING, MD, MD, A - Marked Patrol
16:00:00, 1st district Rockville, RECKLESS DRIVING, MD, 02 - Automobile, 2000, TOYT, RED, Citation, Transportation Article, No, HISPANIC, M, GAITHERSBURG, MD, MD, A - Marked Patrol
23:00:00, 4th district Wheaton, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2014, HYUNDAI, GRAY, Citation, Transportation Article, No, HISPANIC, F, SILVER SPRING, MD, MD, A - Marked Patrol
1:00:00, 3rd district Silver Spring, RECKLESS DRIVING, MD, 02 - Automobile, 2012, VOLKSWAGEN, SILVER, Citation, Transportation Article, No, BLACK, F, SILVER SPRING, MD, MD, A - Marked Patrol
1:00:00, 3rd district Silver Spring, MINOR INFRACTION, MD, 02 - Automobile, 2012, VOLKSWAGEN, SILVER, Citation, Transportation Article, No, BLACK, F, SILVER SPRING, MD, MD, A - Marked Patrol
1:00:00, 3rd district Silver Spring, RECKLESS DRIVING, MD, 02 - Automobile, 2012, VOLKSWAGEN, SILVER, Citation, Transportation Article, No, BLACK, F, SILVER SPRING, MD, MD, A - Marked Patrol
1:00:00, 3rd district Silver Spring, RECKLESS DRIVING, MD, 02 - Automobile, 2012, VOLKSWAGEN, SILVER, Citation, Transportation Article, No, BLACK, F, SILVER SPRING, MD, MD, A - Marked Patrol
23:00:00, 5th district Germantown, PLATE VIOLATION, MD, 02 - Automobile, 2015, HONDA, RED, Citation, Transportation Article, No, WHITE, M, MONTGOMERY VIL, MD, NJ, A - Marked Patrol
20:00:00, 1st district Rockville, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2016, HONDA, SILVER, Warning, Transportation Article, No, WHITE, F, NORTH POTOMAC, MD, MD, A - Marked Patrol
0:00:00, 5th district Germantown, PLATE VIOLATION, MD, 02 - Automobile, 2005, TOYOTA, BLUE, Citation, Transportation Article, No, HISPANIC, M, GAITHERSBURG, MD, MD, A - Marked Patrol
4:00:00, 4th district Wheaton, RECKLESS DRIVING, MD, 02 - Automobile, 2007, JAGUAR, BLUE DARK, Citation, Transportation Article, No, BLACK, M, HYATTSVILLE, MD, MD, A - Marked Patrol
4:00:00, 4th district Wheaton, IMPAIRED BY DRUGS OR ALCOHOL, MD, 02 - Automobile, 2007, JAGUAR, BLUE DARK, Citation, Transportation Article, No, BLACK, M, HYATTSVILLE, MD, MD, A - Marked Patrol
4:00:00, 4th district Wheaton, IMPAIRED BY DRUGS OR ALCOHOL, MD, 02 - Automobile, 2007, JAGUAR, BLUE DARK, Citation, Transportation Article, No, BLACK, M, HYATTSVILLE, MD, MD, A - Marked Patrol
4:00:00, 4th district Wheaton, IMPAIRED BY DRUGS OR ALCOHOL, MD, 02 - Automobile, 2007, JAGUAR, BLUE DARK, Citation, Transportation Article, No, BLACK, M, HYATTSVILLE, MD, MD, A - Marked Patrol
0:00:00, 3rd district Silver Spring, PLATE VIOLATION, MD, 02 - Automobile, 1998, SUBARU, WHITE, Citation, Transportation Article, No, BLACK, M, HYATTSVILLE, MD, MD, A - Marked Patrol
0:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 1998, SUBARU, WHITE, Citation, Transportation Article, No, BLACK, M, HYATTSVILLE, MD, MD, A - Marked Patrol
0:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 1998, SUBARU, WHITE, Citation, Transportation Article, No, BLACK, M, HYATTSVILLE, MD, MD, A - Marked Patrol
23:00:00, 3rd district Silver Spring, DRIVING UNINSURED VEHICLE, AZ, 02 - Automobile, 2014, TOYT, BLUE, Citation, Transportation Article, No, OTHER, M, WINDSOR LOCKS, CT, CT, A - Marked Patrol
